gene,description.x,F2.28_concat,F2.73,F2.127,Elite_2020.x,PI127826_2020.x,log2ratio_P28,log2ratio_P73,log2ratio_P127,pval_P28,pval_P73,pval_P127
Solyc01g009240.2.1,Beta-D-glucosidase (O82074_TROMA),22.7588874634713,17.4747689037242,35.2354526331622,2.14196942844512,2.6501059682871,3.40942024094636,3.02826358242442,4.04001795270766,0.0115442355375853,0.044563993751189,0.0165528514829947
Solyc01g014520.1.1,Receptor-like protein kinase (Q39202_ARATH),56.5896661253881,300.566025144057,429.67676960995,2.14196942844512,209.358371494681,4.72352883137442,7.13260024223916,7.6481700808007,0.000804243724932257,7.20207399018383e-05,4.13192902148433e-05
Solyc01g021600.2.1,Disease resistance response protein (A8IXC7_BRACM),261.41965329663,34.9495378074485,101.791307606913,1642.89055161741,352.464093782184,-2.65179686116047,-5.55481918507851,-4.0125500980965,0.0360877421265091,0.00353139294612501,0.0287578575426381
Solyc01g044370.1.1,MOSC domain containing protein (A4XSM1_PSEMY),86.1147093212427,40.1919684785657,63.6195672543206,4.28393885689025,34.4513775877323,4.32924989226237,3.22989744359407,3.89246076429379,0.00192857929711463,0.0356755162708054,0.0198455553543419
Solyc01g047590.1.1,Signal recognition particle protein (B0XFF2_CULQU),40.5969343943001,72.5202909504556,72.4284304126111,6.42590828533537,113.954556636345,2.6593984939547,3.49641241816283,3.49458381617313,0.0385017030255088,0.0262097712617107,0.0315973795080929
Solyc01g057980.2.1,Unknown Protein,37793.9006058937,112.712259429021,22.5115391822981,1364.43452591954,53131.9745581881,4.79177835104365,-3.59758681929599,-5.92149465493394,0.000686681929441109,0.0453310600546506,0.00215343772953492
Solyc01g079660.2.1,Long cell-linked locus protein (Q946U8_MAIZE),172.229418642485,58.5404758274762,28.3841146211584,3217.23808152458,286.211444575007,-4.22341920525191,-5.78024441951944,-6.82459515112136,0.00216324964270484,0.00248270048595292,0.000471924514793017
Solyc01g080260.2.1,At4g14280-like protein (Fragment) (C7FD87_ARALP),57.8198762585487,20.9697226844691,76.3434807051847,2.14196942844512,42.4016954925936,4.75455572699504,3.29129798825822,5.15549517012759,0.000748673687603296,0.0332773585819221,0.003582505928145
Solyc01g080480.2.1,Endonuclease/exonuclease/phosphatase family protein (D7L0T9_ARALY),97.8017055862685,17.4747689037242,60.6832795348904,1619.32888790451,161.656464065513,-4.04939259361931,-6.53397884179665,-4.73795316256885,0.00310515870150187,0.000698852724671229,0.0118356534409973
Solyc01g080770.2.1,Receptor like kinase,97.8017055862685,96.1112289704833,248.605693578422,6.42590828533537,484.969392196539,3.9278873298806,3.90273270034056,5.27381513731635,0.00439510835048982,0.0158697027331608,0.00299532227622736
Solyc01g081140.1.1,Phototropic-responsive NPH3 family protein (D7L161_ARALY),25.2193077297925,43.6869222593106,41.1080280720225,2.14196942844512,18.5507417780097,3.55751887993549,4.35019167731179,4.2624103740441,0.00886011868898763,0.00873314625924236,0.0124773724826525
Solyc01g081210.2.1,F-box/kelch-repeat protein At1g22040 (FBK8_ARATH),216.516983436267,52.4243067111727,37.192977779449,2022.0191404522,315.362610226165,-3.22324455540715,-5.26941696621627,-5.76462258465292,0.0145649368450411,0.00542077268908558,0.00274947215801181
Solyc01g086730.2.1,DUF803 domain membrane protein (Q4WRL6_ASPFU),51.6688255927456,1.74747689037242,27.405352048015,419.826007975244,31.8012716194452,-3.02242554601905,-7.90837435657815,-3.93726197079227,0.0203349921394505,4.8353188053506e-05,0.0313233576425055
Solyc01g087360.1.1,PHD finger family protein (D7LU24_ARALY),139.628850113729,94.3637520801109,145.835623398366,10.7098471422256,219.958795367829,3.70458726772095,3.13929489481317,3.76733337684014,0.00675252099886974,0.0394712468646458,0.0230582666385242
Solyc01g087810.2.1,Subtilisin-like protease (O82777_SOLLC),543.75287885699,436.869222593106,452.188308792248,23.5616637128964,58.3023313023162,4.52843781607154,4.21268815356185,4.2624103740441,0.00124990757172414,0.0105455187248541,0.0124773724826526
Solyc01g087970.2.1,Serine carboxypeptidase 1 (B6SW38_MAIZE),355.530728483416,557.445128028803,1393.75790415619,62.1171134249086,129.855192446068,2.51691156269051,3.16576710617435,4.48784538710416,0.0471964225067347,0.0383296859884158,0.0092631262773234
Solyc01g090120.2.1,Blue copper protein (B6UB13_MAIZE),357.376043683157,13.9798151229794,45.0230783645961,6350.93935533979,2332.09325209265,-4.15145516071144,-8.82748090189631,-7.14016148211101,0.00251584487128272,6.23447201428664e-06,0.000265425455934491
Solyc01g094140.2.1,Cytochrome P450,631.097798311393,134.555720558677,214.349003518403,2.14196942844512,148.405934224078,8.20278189092446,5.97312202823197,6.64488001086651,2.00277398106147e-08,0.000669333144832854,0.000296838166129869
Solyc01g095140.2.1,Late embryogenesis abundant protein (Fragment) (B7TGG5_PINSY),318.624424488598,239.404333981022,97.8762573143394,10763.3963779367,707.578293532656,-5.07813271794969,-5.49054031045606,-6.78095873991358,0.000304872649985424,0.00389587144918211,0.000510072443316368
Solyc01g095150.2.1,late embryogenesis-like protein (manually curated),2454.884320722,186.106288824663,170.304687726951,15034.4834182563,3172.17684403966,-2.61454834961015,-6.33600468067593,-6.46401334132476,0.0381145159704176,0.000988130599150468,0.000885147585976485
Solyc01g095320.2.1,BCL-2-associated athanogene 6 (D7LDX9_ARALY),378.289615946888,34.0757993622623,137.026760240075,6700.08037217635,1884.22534345213,-4.14661532176335,-7.61928709090805,-5.61164882909705,0.00254132701012296,8.81638761039705e-05,0.00347018433417535
Solyc01g097280.2.1,Chitinase (Fragment) (B8QVF0_ZEAMP),40266.6229735465,87.3738445186212,45.0230783645961,1225.20651307061,4589.98353707326,5.03848763696898,-3.80967965946661,-4.76621642945604,0.000381539133603434,0.0358915947069028,0.0114060220759199
Solyc01g097380.1.1,Aldo/keto reductase family protein (D7KWQ9_ARALY),11.6869962650258,2.62121533555864,2.93628771943018,66.4010522817988,23.8509537145839,-2.50630192162589,-4.66289832212866,-4.49914085840038,0.0445360439567875,0.0126342284089498,0.0160605168284719
Solyc01g098240.1.1,RNA polymerase Rpb1 C-terminal repeat domain-containing protein (C5GU31_AJEDR),1222.82887236165,1211.87522347328,1931.09855681192,32.1295414266769,1507.91029595536,5.25017832127117,5.23719696425214,5.90937759638038,0.000225747012494659,0.0023214324115658,0.00108333533819053
Solyc01g098680.2.1,LRR receptor-like serine/threonine-protein kinase,21.5286773303107,94.3637520801109,29.3628771943018,2.14196942844512,13.2505298414355,3.32924989226237,5.46122298970053,3.77698354687386,0.013272818942586,0.00161213654920657,0.0227957991158247
Solyc01g098940.2.1,Pectinesterase (B9RPV5_RICCO),17.2229418642485,29.7071071363312,29.3628771943018,2.14196942844512,13.2505298414355,3.00732179737501,3.7937983287874,3.77698354687386,0.0226441368567022,0.0182232333420511,0.0227957991158247
Solyc01g099370.2.1,SRC2 homolog (Fragment) (B3IYJ9_9SOLA),187.607045306993,29.7071071363312,56.7682292423168,1672.87812361564,288.861550543294,-3.15654643037433,-5.81538040935458,-4.88110479174907,0.0163015127741557,0.00234743317857881,0.00979609437778053
Solyc01g099980.2.1,Glycine-rich protein (D7M9Z2_ARALY),118.715277849999,249.889195323257,142.899335678935,12.8518165706707,196.107841653245,3.20746141186433,4.2812443235943,3.4749550094242,0.0163251826008829,0.00960459294376845,0.032301542921078
Solyc01g102850.1.1,Tir-nbs-lrr,60.2802965248699,139.798151229794,291.671246796731,6.42590828533537,47.7019074291678,3.22971421871145,4.44330108170326,5.50429897100634,0.0157263113750986,0.0076667032695556,0.00209397775289778
Solyc01g102960.2.1,class IV heat shock protein (B6T3F5_MAIZE),54.1292458590669,6.9899075614897,5.87257543886036,417.684038546799,323.312928131026,-2.94793181979491,-5.90099482621255,-6.15227486176312,0.0229203118835052,0.00204532853569878,0.00148771016913051
Solyc01g103060.2.1,Non-specific lipid-transfer protein (B9RGU5_RICCO),551.134139655953,20.9697226844691,31.3204023405886,4067.59994461729,421.366848957649,-2.88370239277449,-7.59972620189128,-7.02093123888416,0.0253666255848881,9.17520437106496e-05,0.000330804113950407
Solyc01g105660.2.1,1-aminocyclopropane-1-carboxylate oxidase (ACCO_TOBAC),57.2047711919684,6.9899075614897,15.6602011702943,430.53585511747,288.861550543294,-2.91192600475349,-5.94471620364187,-4.78095873991359,0.02426597330211,0.00190507243997409,0.011187348646399
Solyc01g105810.2.1,GDP dissociation inhibitor (manually curated),97.8017055862685,173.00021214687,308.310210540169,8.56787771378049,119.254768572919,3.51284983060176,4.33569210761667,5.16930096965262,0.00960531534042453,0.00891042607160765,0.00350903611486755
Solyc01g107650.2.1,Receptor like kinase,153.776266645076,78.6364600667591,152.686961410369,6.42590828533537,341.863669909036,4.58078865925833,3.61322608314558,4.57053266940643,0.00111217995636176,0.0227786605237737,0.00828048444125968
Solyc01g108240.2.1,AP2/EREBP transcription factor_SGN-U216297 (manually curated),148.855426112434,36.6970146978209,29.3628771943018,946.750487372745,156.356252128939,-2.66907244679943,-4.68924964907561,-5.01091901251757,0.0351781596408595,0.0122002578126515,0.00821912148626013
Solyc01g109430.2.1,PPPDE peptidase domain-containing protein 1 (PPDE1_XENLA),94.726180253367,20.9697226844691,64.598329827464,2.14196942844512,283.56133860672,5.46675341601231,3.29129798825822,4.9144870706238,0.000129383910584577,0.0332773585819221,0.00510764017180747
Solyc01g110000.2.1,Beta-galactosidase (B9H0V1_POPTR),379.519826080048,4276.07595074132,3708.53138964032,55.6912051395732,230.559219240978,2.76865383632573,6.26269415547536,6.05725465763296,0.0327590351672583,0.000395681997560915,0.000843612844041182
Solyc01g111880.2.1,Tyrosine-protein kinase transforming protein Src (SRC_AVIST),947.26180253367,513.758205769493,485.466236279123,34.271510855122,60.9524372706033,4.78868151089967,3.90600783237342,3.82428926165221,0.000691653033593064,0.015803180483382,0.0215453093322667
Solyc02g031700.1.1,Unknown Protein,6.15105066580305,2.62121533555864,1.95752514628679,51.407266282683,5.3002119365742,-3.06306753051639,-4.29366451246294,-4.71486954945582,0.0190318072960471,0.0202675537442562,0.0121968976301859
Solyc02g067510.2.1,cDNA clone J023121M11 full insert sequence (B7F743_ORYSJ),11.0718911984455,5.24243067111727,1.95752514628679,89.9627159946952,2.6501059682871,-3.02242554601904,-4.10101943452055,-5.52222447151342,0.0203349921394505,0.0256098496302882,0.00396616447774788
Solyc02g068070.2.1,Lipase (Q1XBG1_RICCO),63.3558218577714,76.8889831763867,76.3434807051847,8.56787771378049,302.112080384729,2.88646740250062,3.16576710617436,3.15549517012759,0.0273774584314879,0.0383296859884156,0.0456949827256974
Solyc02g068400.2.1,AT4G20050-like protein (Fragment) (D6PQZ2_9BRAS),99.6470207860094,52.4243067111727,62.6408046811772,938.182609658964,95.4038148583356,-3.23497018139915,-4.1615609764556,-3.90469410833583,0.0142767028961229,0.0238165508391079,0.0324903446649817
Solyc02g069140.1.1,Leucyl-tRNA synthetase (Q0IF77_AEDAE),86.1147093212427,51.5505682659865,133.111709947502,2.14196942844512,76.8530730803259,5.32924989226237,4.5889785368989,5.95755579251569,0.000184657869697566,0.00622751691479355,0.000999121557706546
Solyc02g077420.2.1,Lipase-like (Q8RZ40_ORYSJ),46.7479850601032,35.8232762526347,3.91505029257357,535.492357111281,53.002119365742,-3.5178898959011,-3.90189679250695,-7.09569133339675,0.00866636671590059,0.0323229595265086,0.000288257099021241
Solyc02g077950.1.1,Dof zinc finger protein5 (manually curated),35.6760938616577,39.3182300333795,131.154184801215,2.14196942844512,71.5528611437517,4.05794787044498,4.19818858386673,5.93618214172312,0.00339021713537804,0.0107545098792407,0.00103571154931938
Solyc02g078150.2.1,Plant-specific domain TIGR01615 family protein (B6UDN7_MAIZE),343.843732218391,110.091044093463,76.3434807051847,8.56787771378049,39.7515895243065,5.3266713481606,3.68361541103698,3.15549517012759,0.000185879473471857,0.0208999997411836,0.0456949827256974
Solyc02g079350.2.1,Equilibrative nucleoside transporter (B9H1Z9_POPTR),32.6005685287562,0.873738445186212,9.78762573143394,501.220846256159,58.3023313023162,-3.9424773897028,-9.16402923204635,-5.6783436734307,0.00385315078628727,2.79263637667345e-06,0.0031373340356554
Solyc02g079370.2.1,Cyclin-D6-1 (CCD61_ORYSJ),25.8344127963728,96.9849674156695,31.3204023405886,2.14196942844512,90.1036029217614,3.59228429809616,5.50075135388717,3.87009295126534,0.00831569567568729,0.00150977274933746,0.0203902643863444
Solyc02g080120.1.1,Gibberellin 2-beta-dioxygenase 7 (B6SZM8_MAIZE),287.869171159583,22.7171995748415,137.026760240075,4939.38150199445,413.416531052788,-4.10084520275096,-7.76440159197362,-5.17180082944147,0.00279409721427016,6.53841210919292e-05,0.00657730759530835
Solyc02g081000.1.1,Leucyl-tRNA synthetase (D5H7P2_SALRM),15.9927317310879,142.419366565353,71.4496678394677,2.14196942844512,7.9503179048613,2.90040659345849,6.05506364176814,5.05991751014536,0.0267925293628849,0.000578026565945676,0.00413014710993261
Solyc02g082050.2.1,Tir-nbs-lrr,94.1110751867867,29.7071071363312,92.003681875479,2.14196942844512,87.4534969534743,5.45735471801006,3.7937983287874,5.42468180294298,0.000132602393947917,0.0182232333420511,0.00237290569800091
Solyc02g089550.2.1,Receptor like kinase,226.358664501552,125.818336106815,319.076598844746,4.28393885689025,418.716742989362,5.72352883137441,4.87626048897937,6.21882110549641,6.51629911047304e-05,0.00407189688462814,0.000638159261059417
Solyc02g091250.1.1,Predicted by genscan and genefinder (Q9ZU37_ARATH),41.8271445274608,29.7071071363312,42.0867906451659,574.047806823293,45.0518014608807,-3.77865947389003,-4.27229086167038,-3.76973148449034,0.00531436969921533,0.0208093718607251,0.0377146984810398
Solyc02g092120.2.1,Phytosulfokines 3 (PSK3_ARATH),3.69063039948183,3.49495378074485,46.0018409377395,876.065496234056,45.0518014608807,-7.89102765690319,-7.96962154540469,-4.25127522999877,5.30247458299892e-08,4.24615858324243e-05,0.0217514707374931
Solyc02g092370.1.1,GRAS family transcription factor (B9NAS9_POPTR),41.8271445274608,50.6768298208003,83.1948187171885,4.28393885689025,174.906993906949,3.28742971656774,3.56431648266463,4.27948388740304,0.0142601777908805,0.0241662137345781,0.0122039346035952
Solyc02g092760.2.1,Hydrolase alpha/beta fold family protein expressed (Q10J20_ORYSJ),46.1328799935229,13.9798151229794,29.3628771943018,344.857077979665,127.205086477781,-2.90213131230133,-4.62458139057756,-3.55393333124076,0.0246433094244823,0.0132890680030699,0.0474753845661984
Solyc03g007200.1.1,Oxidoreductase zinc-containing alcohol dehydrogenase family (Q26G91_FLABB),835.927785482635,997.809304402654,444.358208207101,32.1295414266769,1166.04662604632,4.70140602047627,4.95679182729138,3.78975084294773,0.000846158245309762,0.00360187814279765,0.0224524238421143
Solyc03g025380.2.1,Peroxidase (Q58GF4_9ROSI),471.785586067094,31.4545840267036,62.6408046811772,6284.53830305799,1081.24323506114,-3.73560351285305,-7.64239266669402,-6.64856020440805,0.00577237470665749,8.40955201601516e-05,0.000643982155935407
Solyc03g026230.1.1,Multidrug resistance protein mdtK (MDTK_ENT38),9.84168106528488,8.73738445186212,18.5964888897245,310.585567124543,15.9006358097226,-4.97994221469753,-5.15164550759051,-4.06188862530601,0.000387869610043033,0.00643267384906349,0.027173277003503
Solyc03g031990.2.1,Auxin efflux carrier family protein (D7KJ74_ARALY),60.2802965248699,239.404333981022,137.026760240075,6.42590828533537,42.4016954925936,3.22971421871145,5.21940506977643,4.41441346748915,0.0157263113750986,0.00238839346349508,0.0102198394087876
Solyc03g042560.1.1,Phenylalanine ammonia-lyase (B5LAW0_CAPAN),186.991940240413,59.4142142726624,58.7257543886036,6.42590828533537,190.807629716671,4.86293188803983,3.20883582806624,3.1920210461527,0.000581158844531145,0.0365300667581049,0.0439676205031543
Solyc03g043740.2.1,Hydroxyproline-rich glycoprotein (A9YWR1_MEDTR),409.044869275903,359.980239416719,365.078439782486,17.135755427561,164.3065700338,4.57717740570595,4.39283601472027,4.41312477152058,0.00112121442507112,0.00822955190859163,0.0102373716112514
Solyc03g043880.2.1,SlBCAT4 (manually curated),55.3594559922275,83.8788907378763,102.770070180056,6.42590828533537,92.7537088900485,3.10685747092592,3.70633548753706,3.9993759682103,0.0192822821204325,0.0203223268399568,0.0174094446504691
Solyc03g044840.1.1,Helicase-like protein (Q9AYF0_ORYSJ),2179.31725089402,2269.09874214859,4339.83324931781,34.271510855122,1627.16506452828,5.99072262543571,6.04896578621546,6.98448600613265,3.09750883256847e-05,0.000584402954370041,0.000156404932571788
Solyc03g059350.2.1,Calcium ATPase (D5JXY5_NICBE),28.294833062694,0.873738445186212,3.91505029257357,158.505737704939,18.5507417780097,-2.48592453425453,-7.50311787809189,-5.33936041436361,0.0458372687108216,0.000111577388290971,0.00518238239050986
Solyc03g077920.1.1,Phosphoribosylanthranilate transferase (Fragment) (Q43085_PEA),125.481433582382,54.1717836015451,66.5558549737508,6.42590828533537,106.004238731484,4.28742971656774,3.07556929720278,3.37259329179452,0.00210799437045676,0.0423329356368257,0.0361864986360936
Solyc03g079870.1.1,Unknown Protein,7.99636586554397,7.86364600667591,0.978762573143394,128.518165706707,15.9006358097226,-4.00648400215002,-4.03063010662914,-7.03679764434317,0.00338804203072747,0.0278356095919589,0.000321313711564245
Solyc03g079970.1.1,Unknown Protein,520.378886326938,2844.01863908112,1870.41527727703,62.1171134249086,1317.10266623869,3.06649973330978,5.51679632046248,4.91222401911523,0.0205904618229786,0.00146994133377602,0.0051243554142925
Solyc03g081260.2.1,Subtilisin-like protease-like protein (Q9T0B5_ARATH),270.646229295334,229.793211083974,156.602011702943,12.8518165706707,185.507417780097,4.39636408812091,4.16029197610821,3.60705854543155,0.00166946376983502,0.0113178496391801,0.027803026620405
Solyc03g096380.2.1,proline transporter 2 (manually curated),84.8844991880821,115.33347476458,137.026760240075,14.9937859991159,675.77702191321,2.50113641003796,2.9433746848379,3.1920210461527,0.0482489242809075,0.0488043369897542,0.0439676205031545
Solyc03g097870.2.1,MtN3-like protein (Q9LUE3_ARATH),620.025907112948,574.046158487341,675.346175468942,59.9751439964635,2419.54674904612,3.36989187675972,3.25873012580178,3.49319058087327,0.0123704281058454,0.0345322999880752,0.0316469385797005
Solyc03g098290.2.1,Sucrose synthase (Q9FHU4_ARATH),303.24679782409,59.4142142726624,86.1311064366186,4.28393885689025,98.0539208266227,6.14541071169531,3.7937983287874,4.32952456990264,1.98579332755706e-05,0.0182232333420512,0.0114322240597743
Solyc03g098790.1.1,cathepsin D inhibitor protein (manually curated),156.236686911397,510.263251988748,10318.1150460777,14.9937859991159,21.2008477462968,3.38129664003196,5.08880512435947,9.42659900593727,0.0121269535396438,0.00293589852830026,6.94108275884038e-07
Solyc03g111300.1.1,Cytochrome P450,71.3521877233154,1.74747689037242,3.91505029257357,400.548283119238,143.105722287503,-2.48894658944266,-7.84055897235058,-6.6768015086223,0.0456423838509171,5.57739759993927e-05,0.000612954508370726
Solyc03g112060.2.1,Quinolinate synthase A (NADA_CYAP4),517.918466060617,618.606819191838,683.176276054089,53.5492357111281,206.708265526394,3.27378710860907,3.53008484784533,3.67331998770027,0.0145956731350302,0.0251790311337057,0.0257510021864443
Solyc03g112750.2.1,Leucine rich repeat containing proteins-like protein (B3G460_ADIVA),19.6833621305698,20.9697226844691,83.1948187171885,2.14196942844512,37.1014835560194,3.19996687531741,3.29129798825822,5.27948388740304,0.0165312254843693,0.0332773585819221,0.00296950230580464
Solyc03g113130.2.1,Cupin RmlC-type (Q2HVC5_MEDTR),102.722546118911,13.1060766777932,13.7026760240075,693.99809481622,84.8033909851872,-2.75617883509317,-5.72662391973905,-5.66240212956168,0.0308740759446213,0.00270274872047032,0.00321416705264296
Solyc03g115750.1.1,Galactosyltransferase-like protein (Fragment) (D8RAJ4_SELML),257.113917830568,124.070859216442,134.090472520645,6.42590828533537,13.2505298414355,5.32236350667713,4.27112010632058,4.38316253350471,0.000187937212606781,0.00973875540329845,0.0106524563093189
Solyc03g115970.1.1,Unknown Protein,15.9927317310879,2.62121533555864,9.78762573143394,464.807365972592,21.2008477462968,-4.86114463898599,-7.47025324418626,-5.56953018629178,0.000516210840035833,0.000119192507280422,0.00369639580137909
Solyc03g116820.2.1,Phox domain-containing protein (D7L4Y9_ARALY),221.43782396891,116.207213209766,115.49398363092,8.56787771378049,333.913352004175,4.69181997164708,3.76161792303825,3.75273600062718,0.000864936707526783,0.0189730163927915,0.0234601229489347
Solyc03g117550.1.1,Receptor protein kinase-like (Q5JN26_ORYSJ),95.3412853199473,118.828428545325,178.134788312098,14.9937859991159,217.308689399542,2.66873635853403,2.98644340672979,3.57053266940643,0.0379808043923714,0.0466143430142437,0.0289912758409547
Solyc03g118490.2.1,Cell division cycle associated 7 (Q5M7M4_XENTR),191.297675706475,220.182088186925,227.072916969267,17.135755427561,381.615259433342,3.480737645448,3.68361541103697,3.72807394639291,0.0101743438794754,0.0208999997411838,0.0241524367463422
Solyc03g120320.1.1,Kelch-like protein (C4Q722_SCHMA),143.934585579791,66.4041218341521,73.4071929857545,2026.30307930909,336.563457972462,-3.81536477843859,-4.93143337235875,-4.78678473157818,0.00494974475972865,0.0087805814871049,0.0111019415505234
Solyc03g121340.1.1,Unknown Protein,3.07552533290153,1.74747689037242,1.95752514628679,55.6912051395732,13.2505298414355,-4.17854474793632,-4.99410423060404,-4.83034676687575,0.00237743372165377,0.00804591931247911,0.0104811174828386
Solyc03g121680.1.1,Beta-fructofuranosidase (Q7XA49_SOYBN),1.23021013316061,1684.56772231902,691.006376639236,44.9813579973476,3726.04899141166,-5.19235054746136,5.22690740098826,3.94129990175776,0.000229217011350706,0.0023599476141665,0.0186990038178919
Solyc03g123540.2.1,class II heat shock protein (B6U175_MAIZE),15.9927317310879,1.74747689037242,7.83010058514715,173.499523704055,90.1036029217614,-3.43944340942613,-6.63351451534757,-4.46975705161929,0.0099853643597542,0.000585031498327435,0.016660455317089
Solyc04g005910.2.1,Receptor like kinase,236.815450633417,66.4041218341521,105.706357899487,6.42590828533537,222.608901336116,5.20371901017851,3.36930050025949,4.04001795270766,0.000253717488029309,0.0304238482776055,0.0165528514829946
Solyc04g007620.1.1,Predicted by genscan and genefinder (Q9ZU37_ARATH),12.9172063981864,6.11616911630348,7.83010058514715,111.382410279146,2.6501059682871,-3.10815542004492,-4.18674930854643,-3.83034676687575,0.017669841697376,0.0231021770556406,0.0352891365302252
Solyc04g007760.2.1,Major latex-like protein (B5THI3_PANGI),102.107441052331,61.1616911630348,58.7257543886036,2.14196942844512,50.3520133974549,5.57500630666433,4.83561850448203,4.77698354687386,9.72279798544435e-05,0.00432934801820534,0.00621602288215205
Solyc04g008430.1.1,Receptor like kinase,86.729814387823,69.899075614897,128.217897081785,8.56787771378049,111.304450668058,3.3395182277162,3.02826358242442,3.9035159528028,0.0130396176118704,0.0445639937511888,0.019580927661578
Solyc04g012050.2.1,Ethylene responsive transcription factor 2a (C0J9I7_9ROSA),71.3521877233154,5.24243067111727,63.6195672543206,1291.60756535241,172.256887938661,-4.17806632145511,-7.94471620364187,-4.34355342760629,0.00237981717142805,4.47704319276836e-05,0.0194599679197161
Solyc04g014280.1.1,Unknown Protein,3.07552533290153,5.24243067111727,12.7239134508641,306.301628267653,87.4534969534743,-6.63797636657362,-5.86857334852018,-4.58933866737196,3.82694417586071e-06,0.0021553162517549,0.0143332125938379
Solyc04g014310.1.1,Unknown Protein,88.5751295875639,6.9899075614897,267.202182468146,9810.21998227867,723.478929342378,-6.79124000622459,-10.4547963954472,-5.19828179079912,2.35219023068888e-06,9.84267567566641e-08,0.00633684928870239
Solyc04g014320.1.1,Unknown Protein,2201.46103329091,8.73738445186212,958.208559107382,31953.8999335444,4923.89688907743,-3.85945880768966,-11.836502928999,-5.05950851055441,0.00454130845840432,1.7145609218557e-09,0.00768893627604571
Solyc04g014330.1.1,Unknown Protein,3150.56815102432,26.2121533555864,537.340652655723,31861.7952481212,7081.08314726313,-3.33814363505516,-10.2473759648245,-5.88984675769949,0.011945526710222,1.73360026390525e-07,0.00226328790204057
Solyc04g018100.2.1,Sodium/hydrogen exchanger Na+ H+ antiporter (Q8IET0_PLAF7),11.6869962650258,1.74747689037242,3.91505029257357,246.326484271189,45.0518014608807,-4.39759566218339,-7.13915456340732,-5.97539709967904,0.0014876613801696,0.000228365076644712,0.00197741884298037
